"PUID","Format Name","Format Version","Format Risk","Extension"
"x-fmt/17","Microsoft Excel Template","97-2003","","xlt,"
"fmt/627","Microsoft Excel Macro-Enabled Template","2007","","xltm,"
"fmt/598","Microsoft Excel Template","2007 onwards","","xltx,"
"fmt/58","Microsoft Excel 4.0 Workbook (xls)","4W","","xlw,"
"x-fmt/128","Microsoft Excel Workspace File","","","xlw,"
"fmt/1858","Microsoft Excel Workspace File","5/95","","xlw,"
"fmt/62","Microsoft Excel 2000-2003 Workbook (xls)","8X","","xlw,xls,"
"fmt/59","Microsoft Excel 5.0/95 Workbook (xls)","5/95","","xlw,xls,"
"fmt/323","Extended Module Audio File","","","xm,"
"fmt/932","Mathcad Document","XML","","xmcd,"
"fmt/714","Extensible Music Format","","","xmf,mxmf,"
"fmt/120","DROID File Collection File Format","1.0","","xml,"
"fmt/121","DROID Signature File Format","1.0","","xml,"
"fmt/1729","Esri Shapefile Geospatial Metadata File","","","xml,"
"fmt/101","Extensible Markup Language","1.0","","xml,"
"fmt/1776","Extensible Markup Language","1.1","","xml,"
"fmt/1724","LegalDocML Document","","","xml,"
"fmt/1677","Microsoft Office File List","","","xml,"
"fmt/1189","Ogre Mesh XML","","","xml,"
"fmt/1374","xdomea","1.0","","xml,"
"fmt/1375","xdomea","2.0.0","","xml,"
"fmt/1376","xdomea","2.0.1","","xml,"
"fmt/1377","xdomea","2.1.0","","xml,"
"fmt/1378","xdomea","2.2.0","","xml,"
"fmt/1379","xdomea","2.3.0","","xml,"
"fmt/1813","xdomea","3.0.0","","xml,"
"fmt/1771","ESRI Persistent Auxiliary Metadata File","","","xml,aux.xml,"
"fmt/896","MusicXML","","","xml,musicxml,"
"fmt/1475","TEI P4 XML - Corpus File","P4","","xml,tei,odd,"
"fmt/1474","TEI P4 XML - Single Text File","P4","","xml,tei,odd,"
"fmt/1476","TEI P5 - Single Text File","P5","","xml,tei,odd,"
"fmt/1477","TEI P5 XML - Corpus File","P5","","xml,tei,odd,"
"fmt/1011","INTERLIS Transfer File","2.2","","xml,xtf,"
"fmt/986","Extensible Metadata Platform Format","","","xmp,"
"fmt/570","Extensible Metadata Platform Packet","","","xmp,"
"x-fmt/208","X-Windows Pixmap Image","X10","","xpm,"
"fmt/657","Open XML Paper Specification","","","xps,oxps,"
"fmt/602","Statistical Analysis System Catalogue XPT (Unix)","9.1","","xpt,"
"fmt/601","Statistical Analysis System Catalogue XPT (Windows)","9.1","","xpt,"
"fmt/604","Statistical Analysis System Data XPT (Unix)","9.1","","xpt,"
"fmt/603","Statistical Analysis System Data XPT (Windows)","9.1","","xpt,"
"x-fmt/280","XML Schema Definition","","","xsd,"
"x-fmt/281","Extensible Stylesheet Language","","","xsl,"
"fmt/1613","XML Shareable Playlist Format","","","xspf,"
"fmt/653","INTERLIS Transfer File","2.3","","xtf,"
"x-fmt/209","SDSC Image Tool X Window Dump Format","","","xwd,"
"fmt/401","X-Windows Screen Dump","X11","","xwd,xdm,"
"fmt/923","Microsoft xWMA","","","xwma,"
"x-fmt/210","XYWrite Document","","","xy,"
"x-fmt/211","XYWrite Document","III","","xy3,"
"x-fmt/373","XYWrite Document","IV","","xy4,"
"x-fmt/372","XYWrite Document","III+","","xyp,"
"x-fmt/371","XYWrite for Windows Document","4.0","","xyw,"
"fmt/1098","XZ File Format","","","xz,"
"fmt/1660","Arts & Letters Clip Art Library","","","yal,"
"fmt/818","YAML","","","yaml,yml,"
"fmt/1663","YAODL (Yet Another Object Description Language) File","","","ydl,"
"fmt/1100","yEnc Encoded File","","","yenc,"
"fmt/1671","Z Compressed Data","","","z,"
"fmt/1193","ZModeler Z3D","1","","z3d,"
"fmt/1194","ZModeler Z3D","2","","z3d,"
"fmt/1195","ZModeler Z3D","3","","z3d,"
"fmt/1627","Z Print Build File","","","zbd,"
"fmt/1331","Avery DesignPro Document","5","","zdl,"
"fmt/1330","Avery DesignPro Document","4","","zdp,"
"fmt/756","Zope Export File","","","zexp,"
"fmt/1242","ZFO (Form) File","","","zfo,"
"fmt/1243","ZFO (Message) File","","","zfo,"
"fmt/1245","ZFO (Proof of Delivery) File","","","zfo,"
"fmt/1244","ZFO (Sent Message) File","","","zfo,"
"fmt/898","Zoomify Image Format","","","zif,"
"x-fmt/263","ZIP Format","","","zip,"
"fmt/1213","Zoner Callisto Metafile","2","","zmf,"
"fmt/1673","ZBrush MatCap","","","zmt,"
"x-fmt/269","ZOO Compressed Archive","","","zoo,"
"fmt/1097","ZPAQ Archive Format","","","zpaq,"
"fmt/1674","ZyXEL Voice Format Audio","","","zvd,zyx,ad2,"
